166,91,217,145,1.000000
166,91,216,144,0.802551
162,95,215,151,0.703169
159,99,211,154,0.685295
157,100,207,153,0.800501
155,99,205,152,0.769168
154,95,203,147,0.770246
152,90,201,142,0.765379
152,88,200,139,0.728053
151,87,200,139,0.711120
147,86,197,139,0.765844
141,86,191,139,0.753952
137,87,189,142,0.711871
131,90,182,144,0.753846
126,90,177,144,0.716672
124,87,177,143,0.741175
125,85,178,141,0.688459
127,84,181,141,0.651237
129,84,184,142,0.621014
131,85,186,143,0.663495
133,88,187,145,0.709529
133,91,188,149,0.675810
133,92,188,150,0.698455
134,92,189,150,0.727437
135,93,190,152,0.720713
136,95,190,153,0.739909
136,94,190,152,0.695099
137,89,192,148,0.674046
139,84,195,144,0.650221
144,79,200,139,0.607712
149,76,204,135,0.668471
152,74,208,134,0.657658
156,74,212,134,0.637524
161,74,216,133,0.639190
164,76,219,135,0.653694
165,78,220,137,0.649220
164,79,219,138,0.654709
162,78,218,138,0.644279
160,75,217,136,0.685268
156,72,213,133,0.688863
152,71,209,132,0.727231
149,73,206,134,0.708289
143,78,200,139,0.670456
137,82,194,143,0.668885
132,83,190,145,0.698083
128,83,186,145,0.712416
125,82,185,146,0.671557
124,83,184,147,0.607370
122,83,183,148,0.566181
122,81,183,146,0.558877
122,75,183,140,0.587678
124,71,185,136,0.578108
127,70,188,135,0.582596
131,72,192,137,0.559971
133,76,193,140,0.596364
135,82,195,146,0.567891
138,87,199,152,0.565226
141,91,203,157,0.552089
144,93,206,159,0.615408
147,91,209,157,0.601963
151,85,214,152,0.622285
155,79,219,147,0.570599
159,75,223,143,0.569699
159,72,223,140,0.664404
160,72,224,141,0.648489
160,78,224,147,0.636131
157,83,221,151,0.612609
156,85,219,152,0.623521
154,87,217,154,0.599703
154,88,216,154,0.623670
151,87,213,153,0.617040
151,84,212,149,0.632597
152,80,214,146,0.639366
152,80,213,145,0.656935
152,85,213,150,0.631532
150,89,211,154,0.631447
148,90,209,155,0.624330
147,90,208,155,0.619583
146,91,207,156,0.617852
145,93,206,158,0.650478
142,93,204,159,0.632310
138,91,198,155,0.592262
134,88,193,151,0.589561
133,85,192,148,0.605632
134,84,194,148,0.613596
132,89,191,152,0.551389
131,94,190,157,0.538537
132,98,191,161,0.532362
134,102,193,165,0.550515
136,105,195,168,0.562337
139,105,199,169,0.557152
141,99,202,164,0.583022
145,90,206,155,0.620067
148,83,210,149,0.641571
153,79,216,146,0.638122
157,77,220,144,0.638365
159,80,221,146,0.617447
160,83,222,149,0.611260
161,84,223,150,0.615431
164,85,226,151,0.599428
165,86,226,151,0.577865
165,85,225,149,0.596626
165,85,224,148,0.596213
165,85,223,147,0.599090
163,85,221,146,0.597138
162,83,220,144,0.595629
161,84,219,145,0.590438
157,89,215,150,0.610756
153,91,211,152,0.618606
150,90,208,152,0.643588
146,92,204,154,0.662033
141,94,199,156,0.648376
137,92,195,154,0.644072
137,88,195,150,0.634567
139,85,197,147,0.641465
140,85,198,147,0.643179
140,85,198,147,0.641396
140,85,198,147,0.628743
139,85,198,148,0.635191
140,87,199,150,0.629526
142,90,202,154,0.635309
143,91,204,156,0.630892
145,90,206,156,0.626148
149,87,210,154,0.626681
152,84,214,152,0.602436
154,81,217,150,0.578947
158,80,220,148,0.563007
163,78,225,146,0.543176
167,77,229,145,0.543519
169,77,232,146,0.533038
170,79,233,148,0.525956
172,80,235,149,0.517225
172,80,234,148,0.528936
172,80,234,148,0.540463
170,79,232,147,0.537540
169,78,230,145,0.529763
169,77,229,143,0.504942
171,73,230,138,0.502665
173,71,232,136,0.494790
173,70,231,134,0.497815
171,69,229,133,0.501320
167,69,225,133,0.500108
165,71,223,135,0.510753
162,73,220,137,0.505490
158,75,216,139,0.531922
155,76,212,139,0.532970
153,75,210,137,0.477405
151,71,208,133,0.493239
150,66,207,127,0.534302
148,63,205,124,0.499300
148,62,205,123,0.498039
146,61,204,123,0.518215
146,61,206,125,0.507089
146,63,207,128,0.497812
146,68,207,133,0.502453
147,73,208,138,0.518138
148,75,209,140,0.528911
148,74,210,140,0.529881
149,71,212,138,0.504542
149,67,213,135,0.512667
148,63,213,132,0.517571
149,58,215,129,0.515869
149,55,215,126,0.518465
149,54,215,125,0.506826
147,55,213,126,0.512748
145,56,211,127,0.521576
143,59,209,130,0.504505
142,63,208,134,0.480031
142,67,207,137,0.479094
142,70,206,139,0.490437
143,71,206,139,0.520971
142,70,205,138,0.512549
143,66,206,133,0.485229
143,62,206,129,0.477810
142,58,205,125,0.484109
141,57,203,123,0.470965
141,56,202,121,0.479607
140,56,200,120,0.467868
142,59,202,123,0.473494
144,62,203,125,0.487203
146,63,205,126,0.472923
146,66,205,129,0.486435
145,69,204,132,0.478677
142,71,201,134,0.462571
139,73,197,135,0.467981
136,73,194,135,0.460751
132,71,190,133,0.450680
131,69,188,130,0.446542
129,67,186,128,0.448596
126,66,183,127,0.450665
123,66,180,127,0.486516
123,66,180,127,0.497832
124,67,181,128,0.520576
126,67,183,128,0.527473
130,66,187,127,0.552330
134,61,191,122,0.556194
138,57,195,118,0.548011
139,54,196,115,0.563565
140,49,197,110,0.584032
146,50,203,111,0.589696
152,54,209,115,0.605508
154,58,211,119,0.647628
159,59,216,120,0.642299
163,61,220,122,0.626080
165,61,222,122,0.631692
168,61,225,122,0.608433
169,62,226,123,0.601496
170,65,227,126,0.590956
173,68,230,129,0.522367
175,70,232,131,0.523812
176,71,234,133,0.528844
177,72,236,135,0.575065
177,73,237,137,0.595200
174,72,235,137,0.605426
168,70,230,136,0.619193
164,71,227,138,0.667930
159,70,223,138,0.692234
155,70,220,139,0.678800
150,69,216,139,0.629157
148,67,215,139,0.629383
146,66,214,139,0.609494
144,66,212,139,0.603269
144,67,213,141,0.608310
146,71,216,146,0.636322
147,74,218,150,0.670248
152,76,223,152,0.689414
156,77,227,153,0.711053
161,77,232,153,0.704315
167,77,238,153,0.695261
172,76,243,152,0.698420
176,76,246,151,0.685559
179,75,248,149,0.701086
181,74,249,147,0.717701
184,75,251,147,0.709992
184,78,250,149,0.730452
182,81,247,151,0.683960
182,84,246,153,0.550151
181,87,244,155,0.481969
180,87,242,154,0.513659
180,88,241,154,0.556633
181,88,241,153,0.573925
182,88,241,152,0.556509
183,87,241,150,0.586240
186,86,244,149,0.603721
189,86,247,149,0.586535
190,86,248,149,0.598347
193,88,251,151,0.599526
193,90,251,153,0.610852
193,91,252,155,0.624129
193,91,253,156,0.608721
192,91,253,157,0.608666
187,88,249,155,0.598922
184,83,247,152,0.587507
182,80,246,150,0.577229
180,77,244,147,0.563592
179,74,243,144,0.563933
177,71,241,141,0.553105
177,69,241,139,0.541590
177,69,241,139,0.537276
177,73,241,143,0.537097
176,80,240,150,0.542955
176,86,241,157,0.549797
178,89,244,161,0.569934
180,88,246,160,0.575847
182,84,248,157,0.610545
184,78,250,151,0.635131
186,73,252,146,0.614923
188,70,254,143,0.623225
188,68,254,141,0.628015
188,65,254,138,0.602609
187,65,253,138,0.578548
186,68,251,140,0.582174
185,71,250,143,0.568374
184,74,249,146,0.574034
183,75,248,147,0.584840
178,75,243,147,0.600378
171,73,237,146,0.598673
165,72,231,145,0.616482
160,70,226,143,0.585963
155,65,221,138,0.549464
146,60,212,134,0.522212
141,58,207,132,0.483848
137,58,203,132,0.458189
136,60,202,134,0.495070
134,64,200,138,0.517251
134,70,200,145,0.522788
133,75,199,150,0.533561
134,77,200,152,0.532432
137,76,203,151,0.529020
143,77,209,152,0.518777
148,76,214,151,0.508456
154,74,220,149,0.494236
162,72,228,147,0.500113
163,71,229,146,0.499608
162,70,228,145,0.506828
158,69,224,144,0.531211
153,69,220,145,0.534717
147,69,215,146,0.530334
141,70,210,148,0.488882
133,70,203,149,0.470428
125,69,196,149,0.458714
118,66,190,147,0.451130
111,61,184,143,0.442548
104,55,177,137,0.436211
99,52,172,134,0.443006
98,51,171,133,0.497545
97,52,170,134,0.487582
97,58,170,140,0.456482
96,65,169,147,0.428668
94,70,167,151,0.414998
91,74,163,154,0.415834
85,76,157,156,0.410587
79,75,151,155,0.401533
73,73,145,153,0.385479
68,69,139,148,0.392912
69,65,140,144,0.374514
69,61,140,140,0.379078
72,61,142,139,0.384331
77,62,146,139,0.406868
